id,lat,lon,name
n1329,31.498000,74.403000,14th Street & AD Lane
n1330,31.498000,74.410000,14th Street & AE Boulevard
n1331,31.498000,74.417000,14th Street & AF Lane
n1332,31.498000,74.424000,14th Street & AG Lane
n1333,31.498000,74.431000,14th Street & AH Lane
n1334,31.498000,74.438000,14th Street & AI Lane
n1335,31.498000,74.445000,14th Street & AJ Boulevard
n1336,31.498000,74.452000,14th Street & AK Lane
n1337,31.498000,74.459000,14th Street & AL Lane
n1338,31.498000,74.466000,14th Street & AM Lane
n1339,31.498000,74.473000,14th Street & AN Lane
n1400,31.504000,74.200000,15th Street & A Boulevard
n1401,31.504000,74.207000,15th Street & B Lane
n1402,31.504000,74.214000,15th Street & C Lane
n1403,31.504000,74.221000,15th Street & D Lane
n1404,31.504000,74.228000,15th Street & E Lane
n1405,31.504000,74.235000,15th Street & F Boulevard
n1406,31.504000,74.242000,15th Street & G Lane
n1407,31.504000,74.249000,15th Street & H Lane
n1408,31.504000,74.256000,15th Street & I Lane
n1409,31.504000,74.263000,15th Street & J Lane
n1410,31.504000,74.270000,15th Street & K Boulevard
n1411,31.504000,74.277000,15th Street & L Lane
n1412,31.504000,74.284000,15th Street & M Lane
n1413,31.504000,74.291000,15th Street & N Lane
n1414,31.504000,74.298000,15th Street & O Lane
n1415,31.504000,74.305000,15th Street & P Boulevard
n1416,31.504000,74.312000,15th Street & Q Lane
n1417,31.504000,74.319000,15th Street & R Lane
n1418,31.504000,74.326000,15th Street & S Lane
n1419,31.504000,74.333000,15th Street & T Lane
n1420,31.504000,74.340000,15th Street & U Boulevard
n1421,31.504000,74.347000,15th Street & V Lane
n1422,31.504000,74.354000,15th Street & W Lane
n1423,31.504000,74.361000,15th Street & X Lane
n1424,31.504000,74.368000,15th Street & Y Lane
n1425,31.504000,74.375000,15th Street & Z Boulevard
n1426,31.504000,74.382000,15th Street & AA Lane
n1427,31.504000,74.389000,15th Street & AB Lane
n1428,31.504000,74.396000,15th Street & AC Lane
n1429,31.504000,74.403000,15th Street & AD Lane
n1430,31.504000,74.410000,15th Street & AE Boulevard
n1431,31.504000,74.417000,15th Street & AF Lane
n1432,31.504000,74.424000,15th Street & AG Lane
n1433,31.504000,74.431000,15th Street & AH Lane
n1434,31.504000,74.438000,15th Street & AI Lane
n1435,31.504000,74.445000,15th Street & AJ Boulevard
n1436,31.504000,74.452000,15th Street & AK Lane
n1437,31.504000,74.459000,15th Street & AL Lane
n1438,31.504000,74.466000,15th Street & AM Lane
n1439,31.504000,74.473000,15th Street & AN Lane
n1500,31.510000,74.200000,16th Avenue & A Boulevard
n1501,31.510000,74.207000,16th Avenue & B Lane
n1502,31.510000,74.214000,16th Avenue & C Lane
n1503,31.510000,74.221000,16th Avenue & D Lane
n1504,31.510000,74.228000,16th Avenue & E Lane
n1505,31.510000,74.235000,16th Avenue & F Boulevard
n1506,31.510000,74.242000,16th Avenue & G Lane
n1507,31.510000,74.249000,16th Avenue & H Lane
n1508,31.510000,74.256000,16th Avenue & I Lane
n1509,31.510000,74.263000,16th Avenue & J Lane
n1510,31.510000,74.270000,16th Avenue & K Boulevard
n1511,31.510000,74.277000,16th Avenue & L Lane
n1512,31.510000,74.284000,16th Avenue & M Lane
n1513,31.510000,74.291000,16th Avenue & N Lane
n1514,31.510000,74.298000,16th Avenue & O Lane
n1515,31.510000,74.305000,16th Avenue & P Boulevard
n1516,31.510000,74.312000,16th Avenue & Q Lane
n1517,31.510000,74.319000,16th Avenue & R Lane
n1518,31.510000,74.326000,16th Avenue & S Lane
n1519,31.510000,74.333000,16th Avenue & T Lane
n1520,31.510000,74.340000,16th Avenue & U Boulevard
n1521,31.510000,74.347000,16th Avenue & V Lane
n1522,31.510000,74.354000,16th Avenue & W Lane
n1523,31.510000,74.361000,16th Avenue & X Lane
n1524,31.510000,74.368000,16th Avenue & Y Lane
n1525,31.510000,74.375000,16th Avenue & Z Boulevard
n1526,31.510000,74.382000,16th Avenue & AA Lane
n1527,31.510000,74.389000,16th Avenue & AB Lane
n1528,31.510000,74.396000,16th Avenue & AC Lane
n1529,31.510000,74.403000,16th Avenue & AD Lane
n1530,31.510000,74.410000,16th Avenue & AE Boulevard
n1531,31.510000,74.417000,16th Avenue & AF Lane
n1532,31.510000,74.424000,16th Avenue & AG Lane
n1533,31.510000,74.431000,16th Avenue & AH Lane
n1534,31.510000,74.438000,16th Avenue & AI Lane
n1535,31.510000,74.445000,16th Avenue & AJ Boulevard
n1536,31.510000,74.452000,16th Avenue & AK Lane
n1537,31.510000,74.459000,16th Avenue & AL Lane
n1538,31.510000,74.466000,16th Avenue & AM Lane
n1539,31.510000,74.473000,16th Avenue & AN Lane
n1600,31.516000,74.200000,17th Street & A Boulevard
n1601,31.516000,74.207000,17th Street & B Lane
n1602,31.516000,74.214000,17th Street & C Lane
n1603,31.516000,74.221000,17th Street & D Lane
n1604,31.516000,74.228000,17th Street & E Lane
n1605,31.516000,74.235000,17th Street & F Boulevard
n1606,31.516000,74.242000,17th Street & G Lane
n1607,31.516000,74.249000,17th Street & H Lane
n1608,31.516000,74.256000,17th Street & I Lane
n1609,31.516000,74.263000,17th Street & J Lane
n1610,31.516000,74.270000,17th Street & K Boulevard
n1611,31.516000,74.277000,17th Street & L Lane
n1612,31.516000,74.284000,17th Street & M Lane
n1613,31.516000,74.291000,17th Street & N Lane
n1614,31.516000,74.298000,17th Street & O Lane
n1615,31.516000,74.305000,17th Street & P Boulevard
n1616,31.516000,74.312000,17th Street & Q Lane
n1617,31.516000,74.319000,17th Street & R Lane
n1618,31.516000,74.326000,17th Street & S Lane
n1619,31.516000,74.333000,17th Street & T Lane
n1620,31.516000,74.340000,17th Street & U Boulevard
n1621,31.516000,74.347000,17th Street & V Lane
n1622,31.516000,74.354000,17th Street & W Lane
n1623,31.516000,74.361000,17th Street & X Lane
n1624,31.516000,74.368000,17th Street & Y Lane
n1625,31.516000,74.375000,17th Street & Z Boulevard
n1626,31.516000,74.382000,17th Street & AA Lane
n1627,31.516000,74.389000,17th Street & AB Lane
n1628,31.516000,74.396000,17th Street & AC Lane
n1629,31.516000,74.403000,17th Street & AD Lane
n1630,31.516000,74.410000,17th Street & AE Boulevard
n1631,31.516000,74.417000,17th Street & AF Lane
n1632,31.516000,74.424000,17th Street & AG Lane
n1633,31.516000,74.431000,17th Street & AH Lane
n1634,31.516000,74.438000,17th Street & AI Lane
n1635,31.516000,74.445000,17th Street & AJ Boulevard
n1636,31.516000,74.452000,17th Street & AK Lane
n1637,31.516000,74.459000,17th Street & AL Lane
n1638,31.516000,74.466000,17th Street & AM Lane
n1639,31.516000,74.473000,17th Street & AN Lane
n1700,31.522000,74.200000,18th Street & A Boulevard
n1701,31.522000,74.207000,18th Street & B Lane
n1702,31.522000,74.214000,18th Street & C Lane
n1703,31.522000,74.221000,18th Street & D Lane
n1704,31.522000,74.228000,18th Street & E Lane
n1705,31.522000,74.235000,18th Street & F Boulevard
n1706,31.522000,74.242000,18th Street & G Lane
n1707,31.522000,74.249000,18th Street & H Lane
n1708,31.522000,74.256000,18th Street & I Lane
n1709,31.522000,74.263000,18th Street & J Lane
n1710,31.522000,74.270000,18th Street & K Boulevard
n1711,31.522000,74.277000,18th Street & L Lane
n1712,31.522000,74.284000,18th Street & M Lane
n1713,31.522000,74.291000,18th Street & N Lane
n1714,31.522000,74.298000,18th Street & O Lane
n1715,31.522000,74.305000,18th Street & P Boulevard
n1716,31.522000,74.312000,18th Street & Q Lane
n1717,31.522000,74.319000,18th Street & R Lane
n1718,31.522000,74.326000,18th Street & S Lane
n1719,31.522000,74.333000,18th Street & T Lane
n1720,31.522000,74.340000,18th Street & U Boulevard
n1721,31.522000,74.347000,18th Street & V Lane
n1722,31.522000,74.354000,18th Street & W Lane
n1723,31.522000,74.361000,18th Street & X Lane
n1724,31.522000,74.368000,18th Street & Y Lane
n1725,31.522000,74.375000,18th Street & Z Boulevard
n1726,31.522000,74.382000,18th Street & AA Lane
n1727,31.522000,74.389000,18th Street & AB Lane
n1728,31.522000,74.396000,18th Street & AC Lane
n1729,31.522000,74.403000,18th Street & AD Lane
n1730,31.522000,74.410000,18th Street & AE Boulevard
n1731,31.522000,74.417000,18th Street & AF Lane
n1732,31.522000,74.424000,18th Street & AG Lane
n1733,31.522000,74.431000,18th Street & AH Lane
n1734,31.522000,74.438000,18th Street & AI Lane
n1735,31.522000,74.445000,18th Street & AJ Boulevard
n1736,31.522000,74.452000,18th Street & AK Lane
n1737,31.522000,74.459000,18th Street & AL Lane
n1738,31.522000,74.466000,18th Street & AM Lane
n1739,31.522000,74.473000,18th Street & AN Lane
n1800,31.528000,74.200000,19th Street & A Boulevard
n1801,31.528000,74.207000,19th Street & B Lane
n1802,31.528000,74.214000,19th Street & C Lane
n1803,31.528000,74.221000,19th Street & D Lane
n1804,31.528000,74.228000,19th Street & E Lane
n1805,31.528000,74.235000,19th Street & F Boulevard
n1806,31.528000,74.242000,19th Street & G Lane
n1807,31.528000,74.249000,19th Street & H Lane
n1808,31.528000,74.256000,19th Street & I Lane
n1809,31.528000,74.263000,19th Street & J Lane
n1810,31.528000,74.270000,19th Street & K Boulevard
n1811,31.528000,74.277000,19th Street & L Lane
n1812,31.528000,74.284000,19th Street & M Lane
n1813,31.528000,74.291000,19th Street & N Lane
n1814,31.528000,74.298000,19th Street & O Lane
n1815,31.528000,74.305000,19th Street & P Boulevard
n1816,31.528000,74.312000,19th Street & Q Lane
n1817,31.528000,74.319000,19th Street & R Lane
n1818,31.528000,74.326000,19th Street & S Lane
n1819,31.528000,74.333000,19th Street & T Lane
n1820,31.528000,74.340000,19th Street & U Boulevard
n1821,31.528000,74.347000,19th Street & V Lane
n1822,31.528000,74.354000,19th Street & W Lane
n1823,31.528000,74.361000,19th Street & X Lane
n1824,31.528000,74.368000,19th Street & Y Lane
n1825,31.528000,74.375000,19th Street & Z Boulevard
n1826,31.528000,74.382000,19th Street & AA Lane
n1827,31.528000,74.389000,19th Street & AB Lane
n1828,31.528000,74.396000,19th Street & AC Lane
n1829,31.528000,74.403000,19th Street & AD Lane
n1830,31.528000,74.410000,19th Street & AE Boulevard
n1831,31.528000,74.417000,19th Street & AF Lane
n1832,31.528000,74.424000,19th Street & AG Lane
n1833,31.528000,74.431000,19th Street & AH Lane
n1834,31.528000,74.438000,19th Street & AI Lane
n1835,31.528000,74.445000,19th Street & AJ Boulevard
n1836,31.528000,74.452000,19th Street & AK Lane
n1837,31.528000,74.459000,19th Street & AL Lane
n1838,31.528000,74.466000,19th Street & AM Lane
n1839,31.528000,74.473000,19th Street & AN Lane
n1900,31.534000,74.200000,20th Street & A Boulevard
n1901,31.534000,74.207000,20th Street & B Lane
n1902,31.534000,74.214000,20th Street & C Lane
n1903,31.534000,74.221000,20th Street & D Lane
n1904,31.534000,74.228000,20th Street & E Lane
n1905,31.534000,74.235000,20th Street & F Boulevard
n1906,31.534000,74.242000,20th Street & G Lane
n1907,31.534000,74.249000,20th Street & H Lane
n1908,31.534000,74.256000,20th Street & I Lane
n1909,31.534000,74.263000,20th Street & J Lane
n1910,31.534000,74.270000,20th Street & K Boulevard
n1911,31.534000,74.277000,20th Street & L Lane
n1912,31.534000,74.284000,20th Street & M Lane
n1913,31.534000,74.291000,20th Street & N Lane
n1914,31.534000,74.298000,20th Street & O Lane
n1915,31.534000,74.305000,20th Street & P Boulevard
n1916,31.534000,74.312000,20th Street & Q Lane
n1917,31.534000,74.319000,20th Street & R Lane
n1918,31.534000,74.326000,20th Street & S Lane
n1919,31.534000,74.333000,20th Street & T Lane
n1920,31.534000,74.340000,20th Street & U Boulevard
n1921,31.534000,74.347000,20th Street & V Lane
n1922,31.534000,74.354000,20th Street & W Lane
n1923,31.534000,74.361000,20th Street & X Lane
n1924,31.534000,74.368000,20th Street & Y Lane
n1925,31.534000,74.375000,20th Street & Z Boulevard
n1926,31.534000,74.382000,20th Street & AA Lane
n1927,31.534000,74.389000,20th Street & AB Lane
n1928,31.534000,74.396000,20th Street & AC Lane
n1929,31.534000,74.403000,20th Street & AD Lane
n1930,31.534000,74.410000,20th Street & AE Boulevard
n1931,31.534000,74.417000,20th Street & AF Lane
n1932,31.534000,74.424000,20th Street & AG Lane
n1933,31.534000,74.431000,20th Street & AH Lane
n1934,31.534000,74.438000,20th Street & AI Lane
n1935,31.534000,74.445000,20th Street & AJ Boulevard
n1936,31.534000,74.452000,20th Street & AK Lane
n1937,31.534000,74.459000,20th Street & AL Lane
n1938,31.534000,74.466000,20th Street & AM Lane
n1939,31.534000,74.473000,20th Street & AN Lane
n2000,31.540000,74.200000,21st Avenue & A Boulevard
n2001,31.540000,74.207000,21st Avenue & B Lane
n2002,31.540000,74.214000,21st Avenue & C Lane
n2003,31.540000,74.221000,21st Avenue & D Lane
n2004,31.540000,74.228000,21st Avenue & E Lane
n2005,31.540000,74.235000,21st Avenue & F Boulevard
n2006,31.540000,74.242000,21st Avenue & G Lane
n2007,31.540000,74.249000,21st Avenue & H Lane
n2008,31.540000,74.256000,21st Avenue & I Lane
n2009,31.540000,74.263000,21st Avenue & J Lane
n2010,31.540000,74.270000,21st Avenue & K Boulevard
n2011,31.540000,74.277000,21st Avenue & L Lane
n2012,31.540000,74.284000,21st Avenue & M Lane
n2013,31.540000,74.291000,21st Avenue & N Lane
n2014,31.540000,74.298000,21st Avenue & O Lane
n2015,31.540000,74.305000,21st Avenue & P Boulevard
n2016,31.540000,74.312000,21st Avenue & Q Lane
n2017,31.540000,74.319000,21st Avenue & R Lane
n2018,31.540000,74.326000,21st Avenue & S Lane
n2019,31.540000,74.333000,21st Avenue & T Lane
n2020,31.540000,74.340000,21st Avenue & U Boulevard
n2021,31.540000,74.347000,21st Avenue & V Lane
n2022,31.540000,74.354000,21st Avenue & W Lane
n2023,31.540000,74.361000,21st Avenue & X Lane
n2024,31.540000,74.368000,21st Avenue & Y Lane
n2025,31.540000,74.375000,21st Avenue & Z Boulevard
n2026,31.540000,74.382000,21st Avenue & AA Lane
n2027,31.540000,74.389000,21st Avenue & AB Lane
n2028,31.540000,74.396000,21st Avenue & AC Lane
n2029,31.540000,74.403000,21st Avenue & AD Lane
n2030,31.540000,74.410000,21st Avenue & AE Boulevard
n2031,31.540000,74.417000,21st Avenue & AF Lane
n2032,31.540000,74.424000,21st Avenue & AG Lane
n2033,31.540000,74.431000,21st Avenue & AH Lane
n2034,31.540000,74.438000,21st Avenue & AI Lane
n2035,31.540000,74.445000,21st Avenue & AJ Boulevard
n2036,31.540000,74.452000,21st Avenue & AK Lane
n2037,31.540000,74.459000,21st Avenue & AL Lane
n2038,31.540000,74.466000,21st Avenue & AM Lane
n2039,31.540000,74.473000,21st Avenue & AN Lane
n2100,31.546000,74.200000,22nd Street & A Boulevard
n2101,31.546000,74.207000,22nd Street & B Lane
n2102,31.546000,74.214000,22nd Street & C Lane
n2103,31.546000,74.221000,22nd Street & D Lane
n2104,31.546000,74.228000,22nd Street & E Lane
n2105,31.546000,74.235000,22nd Street & F Boulevard
n2106,31.546000,74.242000,22nd Street & G Lane
n2107,31.546000,74.249000,22nd Street & H Lane
n2108,31.546000,74.256000,22nd Street & I Lane
n2109,31.546000,74.263000,22nd Street & J Lane
n2110,31.546000,74.270000,22nd Street & K Boulevard
n2111,31.546000,74.277000,22nd Street & L Lane
n2112,31.546000,74.284000,22nd Street & M Lane
n2113,31.546000,74.291000,22nd Street & N Lane
n2114,31.546000,74.298000,22nd Street & O Lane
n2115,31.546000,74.305000,22nd Street & P Boulevard
n2116,31.546000,74.312000,22nd Street & Q Lane
n2117,31.546000,74.319000,22nd Street & R Lane
n2118,31.546000,74.326000,22nd Street & S Lane
n2119,31.546000,74.333000,22nd Street & T Lane
n2120,31.546000,74.340000,22nd Street & U Boulevard
n2121,31.546000,74.347000,22nd Street & V Lane
n2122,31.546000,74.354000,22nd Street & W Lane
n2123,31.546000,74.361000,22nd Street & X Lane
n2124,31.546000,74.368000,22nd Street & Y Lane
n2125,31.546000,74.375000,22nd Street & Z Boulevard
n2126,31.546000,74.382000,22nd Street & AA Lane
n2127,31.546000,74.389000,22nd Street & AB Lane
n2128,31.546000,74.396000,22nd Street & AC Lane
n2129,31.546000,74.403000,22nd Street & AD Lane
n2130,31.546000,74.410000,22nd Street & AE Boulevard
n2131,31.546000,74.417000,22nd Street & AF Lane
n2132,31.546000,74.424000,22nd Street & AG Lane
n2133,31.546000,74.431000,22nd Street & AH Lane
n2134,31.546000,74.438000,22nd Street & AI Lane
n2135,31.546000,74.445000,22nd Street & AJ Boulevard
n2136,31.546000,74.452000,22nd Street & AK Lane
n2137,31.546000,74.459000,22nd Street & AL Lane
n2138,31.546000,74.466000,22nd Street & AM Lane
n2139,31.546000,74.473000,22nd Street & AN Lane
n2200,31.552000,74.200000,23rd Street & A Boulevard
n2201,31.552000,74.207000,23rd Street & B Lane
n2202,31.552000,74.214000,23rd Street & C Lane
n2203,31.552000,74.221000,23rd Street & D Lane
n2204,31.552000,74.228000,23rd Street & E Lane
n2205,31.552000,74.235000,23rd Street & F Boulevard
n2206,31.552000,74.242000,23rd Street & G Lane
n2207,31.552000,74.249000,23rd Street & H Lane
n2208,31.552000,74.256000,23rd Street & I Lane
n2209,31.552000,74.263000,23rd Street & J Lane
n2210,31.552000,74.270000,23rd Street & K Boulevard
n2211,31.552000,74.277000,23rd Street & L Lane
n2212,31.552000,74.284000,23rd Street & M Lane
n2213,31.552000,74.291000,23rd Street & N Lane
n2214,31.552000,74.298000,23rd Street & O Lane
n2215,31.552000,74.305000,23rd Street & P Boulevard
n2216,31.552000,74.312000,23rd Street & Q Lane
n2217,31.552000,74.319000,23rd Street & R Lane
n2218,31.552000,74.326000,23rd Street & S Lane
n2219,31.552000,74.333000,23rd Street & T Lane
n2220,31.552000,74.340000,23rd Street & U Boulevard
n2221,31.552000,74.347000,23rd Street & V Lane
n2222,31.552000,74.354000,23rd Street & W Lane
n2223,31.552000,74.361000,23rd Street & X Lane
n2224,31.552000,74.368000,23rd Street & Y Lane
n2225,31.552000,74.375000,23rd Street & Z Boulevard
n2226,31.552000,74.382000,23rd Street & AA Lane
n2227,31.552000,74.389000,23rd Street & AB Lane
n2228,31.552000,74.396000,23rd Street & AC Lane
n2229,31.552000,74.403000,23rd Street & AD Lane
n2230,31.552000,74.410000,23rd Street & AE Boulevard
n2231,31.552000,74.417000,23rd Street & AF Lane
n2232,31.552000,74.424000,23rd Street & AG Lane
n2233,31.552000,74.431000,23rd Street & AH Lane
n2234,31.552000,74.438000,23rd Street & AI Lane
n2235,31.552000,74.445000,23rd Street & AJ Boulevard
n2236,31.552000,74.452000,23rd Street & AK Lane
n2237,31.552000,74.459000,23rd Street & AL Lane
n2238,31.552000,74.466000,23rd Street & AM Lane
n2239,31.552000,74.473000,23rd Street & AN Lane
n2300,31.558000,74.200000,24th Street & A Boulevard
n2301,31.558000,74.207000,24th Street & B Lane
n2302,31.558000,74.214000,24th Street & C Lane
n2303,31.558000,74.221000,24th Street & D Lane
n2304,31.558000,74.228000,24th Street & E Lane
n2305,31.558000,74.235000,24th Street & F Boulevard
n2306,31.558000,74.242000,24th Street & G Lane
n2307,31.558000,74.249000,24th Street & H Lane
n2308,31.558000,74.256000,24th Street & I Lane
n2309,31.558000,74.263000,24th Street & J Lane
n2310,31.558000,74.270000,24th Street & K Boulevard
n2311,31.558000,74.277000,24th Street & L Lane
n2312,31.558000,74.284000,24th Street & M Lane
n2313,31.558000,74.291000,24th Street & N Lane
n2314,31.558000,74.298000,24th Street & O Lane
n2315,31.558000,74.305000,24th Street & P Boulevard
n2316,31.558000,74.312000,24th Street & Q Lane
n2317,31.558000,74.319000,24th Street & R Lane
n2318,31.558000,74.326000,24th Street & S Lane
n2319,31.558000,74.333000,24th Street & T Lane
n2320,31.558000,74.340000,24th Street & U Boulevard
n2321,31.558000,74.347000,24th Street & V Lane
n2322,31.558000,74.354000,24th Street & W Lane
n2323,31.558000,74.361000,24th Street & X Lane
n2324,31.558000,74.368000,24th Street & Y Lane
n2325,31.558000,74.375000,24th Street & Z Boulevard
n2326,31.558000,74.382000,24th Street & AA Lane
n2327,31.558000,74.389000,24th Street & AB Lane
n2328,31.558000,74.396000,24th Street & AC Lane
n2329,31.558000,74.403000,24th Street & AD Lane
n2330,31.558000,74.410000,24th Street & AE Boulevard
n2331,31.558000,74.417000,24th Street & AF Lane
n2332,31.558000,74.424000,24th Street & AG Lane
n2333,31.558000,74.431000,24th Street & AH Lane
n2334,31.558000,74.438000,24th Street & AI Lane
n2335,31.558000,74.445000,24th Street & AJ Boulevard
n2336,31.558000,74.452000,24th Street & AK Lane
n2337,31.558000,74.459000,24th Street & AL Lane
n2338,31.558000,74.466000,24th Street & AM Lane
n2339,31.558000,74.473000,24th Street & AN Lane
n2400,31.564000,74.200000,25th Street & A Boulevard
n2401,31.564000,74.207000,25th Street & B Lane
n2402,31.564000,74.214000,25th Street & C Lane
n2403,31.564000,74.221000,25th Street & D Lane
n2404,31.564000,74.228000,25th Street & E Lane
n2405,31.564000,74.235000,25th Street & F Boulevard
n2406,31.564000,74.242000,25th Street & G Lane
n2407,31.564000,74.249000,25th Street & H Lane
n2408,31.564000,74.256000,25th Street & I Lane
n2409,31.564000,74.263000,25th Street & J Lane
n2410,31.564000,74.270000,25th Street & K Boulevard
n2411,31.564000,74.277000,25th Street & L Lane
n2412,31.564000,74.284000,25th Street & M Lane
n2413,31.564000,74.291000,25th Street & N Lane
n2414,31.564000,74.298000,25th Street & O Lane
n2415,31.564000,74.305000,25th Street & P Boulevard
n2416,31.564000,74.312000,25th Street & Q Lane
n2417,31.564000,74.319000,25th Street & R Lane
n2418,31.564000,74.326000,25th Street & S Lane
n2419,31.564000,74.333000,25th Street & T Lane
n2420,31.564000,74.340000,25th Street & U Boulevard
n2421,31.564000,74.347000,25th Street & V Lane
n2422,31.564000,74.354000,25th Street & W Lane
n2423,31.564000,74.361000,25th Street & X Lane
n2424,31.564000,74.368000,25th Street & Y Lane
n2425,31.564000,74.375000,25th Street & Z Boulevard
n2426,31.564000,74.382000,25th Street & AA Lane
n2427,31.564000,74.389000,25th Street & AB Lane
n2428,31.564000,74.396000,25th Street & AC Lane
n2429,31.564000,74.403000,25th Street & AD Lane
n2430,31.564000,74.410000,25th Street & AE Boulevard
n2431,31.564000,74.417000,25th Street & AF Lane
n2432,31.564000,74.424000,25th Street & AG Lane
n2433,31.564000,74.431000,25th Street & AH Lane
n2434,31.564000,74.438000,25th Street & AI Lane
n2435,31.564000,74.445000,25th Street & AJ Boulevard
n2436,31.564000,74.452000,25th Street & AK Lane
n2437,31.564000,74.459000,25th Street & AL Lane
n2438,31.564000,74.466000,25th Street & AM Lane
n2439,31.564000,74.473000,25th Street & AN Lane
n2500,31.570000,74.200000,26th Avenue & A Boulevard
n2501,31.570000,74.207000,26th Avenue & B Lane
n2502,31.570000,74.214000,26th Avenue & C Lane
n2503,31.570000,74.221000,26th Avenue & D Lane
n2504,31.570000,74.228000,26th Avenue & E Lane
n2505,31.570000,74.235000,26th Avenue & F Boulevard
n2506,31.570000,74.242000,26th Avenue & G Lane
n2507,31.570000,74.249000,26th Avenue & H Lane
n2508,31.570000,74.256000,26th Avenue & I Lane
n2509,31.570000,74.263000,26th Avenue & J Lane
n2510,31.570000,74.270000,26th Avenue & K Boulevard
n2511,31.570000,74.277000,26th Avenue & L Lane
n2512,31.570000,74.284000,26th Avenue & M Lane
n2513,31.570000,74.291000,26th Avenue & N Lane
n2514,31.570000,74.298000,26th Avenue & O Lane
n2515,31.570000,74.305000,26th Avenue & P Boulevard
n2516,31.570000,74.312000,26th Avenue & Q Lane
n2517,31.570000,74.319000,26th Avenue & R Lane
n2518,31.570000,74.326000,26th Avenue & S Lane
n2519,31.570000,74.333000,26th Avenue & T Lane
n2520,31.570000,74.340000,26th Avenue & U Boulevard
n2521,31.570000,74.347000,26th Avenue & V Lane
n2522,31.570000,74.354000,26th Avenue & W Lane
n2523,31.570000,74.361000,26th Avenue & X Lane
n2524,31.570000,74.368000,26th Avenue & Y Lane
n2525,31.570000,74.375000,26th Avenue & Z Boulevard
n2526,31.570000,74.382000,26th Avenue & AA Lane
n2527,31.570000,74.389000,26th Avenue & AB Lane
n2528,31.570000,74.396000,26th Avenue & AC Lane
n2529,31.570000,74.403000,26th Avenue & AD Lane
n2530,31.570000,74.410000,26th Avenue & AE Boulevard
n2531,31.570000,74.417000,26th Avenue & AF Lane
n2532,31.570000,74.424000,26th Avenue & AG Lane
n2533,31.570000,74.431000,26th Avenue & AH Lane
n2534,31.570000,74.438000,26th Avenue & AI Lane
n2535,31.570000,74.445000,26th Avenue & AJ Boulevard
n2536,31.570000,74.452000,26th Avenue & AK Lane
n2537,31.570000,74.459000,26th Avenue & AL Lane
n2538,31.570000,74.466000,26th Avenue & AM Lane
n2539,31.570000,74.473000,26th Avenue & AN Lane
n2600,31.576000,74.200000,27th Street & A Boulevard
n2601,31.576000,74.207000,27th Street & B Lane
n2602,31.576000,74.214000,27th Street & C Lane
n2603,31.576000,74.221000,27th Street & D Lane
n2604,31.576000,74.228000,27th Street & E Lane
n2605,31.576000,74.235000,27th Street & F Boulevard
n2606,31.576000,74.242000,27th Street & G Lane
n2607,31.576000,74.249000,27th Street & H Lane
n2608,31.576000,74.256000,27th Street & I Lane
n2609,31.576000,74.263000,27th Street & J Lane
n2610,31.576000,74.270000,27th Street & K Boulevard
n2611,31.576000,74.277000,27th Street & L Lane
n2612,31.576000,74.284000,27th Street & M Lane
n2613,31.576000,74.291000,27th Street & N Lane
n2614,31.576000,74.298000,27th Street & O Lane
n2615,31.576000,74.305000,27th Street & P Boulevard
n2616,31.576000,74.312000,27th Street & Q Lane
n2617,31.576000,74.319000,27th Street & R Lane
n2618,31.576000,74.326000,27th Street & S Lane
n2619,31.576000,74.333000,27th Street & T Lane
n2620,31.576000,74.340000,27th Street & U Boulevard
n2621,31.576000,74.347000,27th Street & V Lane
n2622,31.576000,74.354000,27th Street & W Lane
n2623,31.576000,74.361000,27th Street & X Lane
n2624,31.576000,74.368000,27th Street & Y Lane
n2625,31.576000,74.375000,27th Street & Z Boulevard
n2626,31.576000,74.382000,27th Street & AA Lane
n2627,31.576000,74.389000,27th Street & AB Lane
n2628,31.576000,74.396000,27th Street & AC Lane
n2629,31.576000,74.403000,27th Street & AD Lane
n2630,31.576000,74.410000,27th Street & AE Boulevard
n2631,31.576000,74.417000,27th Street & AF Lane
n2632,31.576000,74.424000,27th Street & AG Lane
n2633,31.576000,74.431000,27th Street & AH Lane
n2634,31.576000,74.438000,27th Street & AI Lane
n2635,31.576000,74.445000,27th Street & AJ Boulevard
n2636,31.576000,74.452000,27th Street & AK Lane
n2637,31.576000,74.459000,27th Street & AL Lane
n2638,31.576000,74.466000,27th Street & AM Lane
n2639,31.576000,74.473000,27th Street & AN Lane
n2700,31.582000,74.200000,28th Street & A Boulevard
n2701,31.582000,74.207000,28th Street & B Lane
n2702,31.582000,74.214000,28th Street & C Lane
n2703,31.582000,74.221000,28th Street & D Lane
n2704,31.582000,74.228000,28th Street & E Lane
n2705,31.582000,74.235000,28th Street & F Boulevard
n2706,31.582000,74.242000,28th Street & G Lane
n2707,31.582000,74.249000,28th Street & H Lane
n2708,31.582000,74.256000,28th Street & I Lane
n2709,31.582000,74.263000,28th Street & J Lane
n2710,31.582000,74.270000,28th Street & K Boulevard
n2711,31.582000,74.277000,28th Street & L Lane
n2712,31.582000,74.284000,28th Street & M Lane
n2713,31.582000,74.291000,28th Street & N Lane
n2714,31.582000,74.298000,28th Street & O Lane
n2715,31.582000,74.305000,28th Street & P Boulevard
n2716,31.582000,74.312000,28th Street & Q Lane
n2717,31.582000,74.319000,28th Street & R Lane
n2718,31.582000,74.326000,28th Street & S Lane
